Gene_ID	KOFAM
UHM145.35772__k141_5007_138	NA
UHM145.35772__k141_5007_234	K12510
UHM145.35772__k141_81688_18	K13051
UHM145.35772__k141_111365_103	K03110
UHM145.35772__k141_73428_19	NA
UHM145.35772__k141_73428_147	NA
UHM145.35772__k141_73428_179	K06978
UHM145.35772__k141_60557_13	K03559
UHM145.35772__k141_60557_77	K23124
UHM145.35772__k141_60557_237	NA
UHM145.35772__k141_60557_301	K00548
UHM145.35772__k141_60656_81	NA
UHM145.35772__k141_18482_33	K15726
UHM145.35772__k141_116606_35	NA
UHM145.35772__k141_116606_67	NA
UHM145.35772__k141_74074_51	K00472
UHM145.35772__k141_74074_83	K07795
UHM145.35772__k141_74074_211	K02035
UHM145.35772__k141_117253_39	K07795
UHM145.35772__k141_31778_46	NA
UHM145.35772__k141_35601_22	K04091
UHM145.35772__k141_35601_54	K08316
UHM145.35772__k141_35601_150	NA
UHM145.35772__k141_129213_24	NA
UHM145.35772__k141_129213_56	K06901
UHM145.35772__k141_93282_9	K01433
UHM145.35772__k141_93282_73	NA
UHM145.35772__k141_83626_120	NA
UHM145.35772__k141_61448_3	NA
UHM145.35772__k141_19221_169	K07181
UHM145.35772__k141_19221_201	NA
UHM145.35772__k141_19221_233	K00823
UHM145.35772__k141_19221_265	NA
UHM145.35772__k141_19221_329	K01740
UHM145.35772__k141_19221_361	NA
UHM145.35772__k141_19221_393	K01069
UHM145.35772__k141_126178_18	NA
UHM145.35772__k141_89048_219	K01870
UHM145.35772__k141_41440_92	K03588
UHM145.35772__k141_70499_335	K01682
UHM145.35772__k141_25235_131	K00331
UHM145.35772__k141_25235_227	NA
UHM145.35772__k141_25235_323	K01945
UHM145.35772__k141_62265_245	K01620
UHM145.35772__k141_37415_13	NA
UHM145.35772__k141_37415_77	K01995
UHM145.35772__k141_37415_109	K02488
UHM145.35772__k141_37415_205	NA
UHM145.35772__k141_37415_269	NA
UHM145.35772__k141_37415_301	NA
UHM145.35772__k141_72118_174	K03496
UHM145.35772__k141_72118_366	K02906
UHM145.35772__k141_72118_398	K01284
UHM145.35773__k141_222776_10	K02004
UHM145.35773__k141_58500_41	K00248
UHM145.35773__k141_58500_41	K00249
UHM145.35773__k141_17251_4	K10914
UHM145.35773__k141_231042_22	K01485
UHM145.35773__k141_239491_13	K06987
UHM145.35773__k141_140820_28	K01113
UHM145.35773__k141_148258_17	K10914
UHM145.35773__k141_157414_8	NA
UHM145.35773__k141_214690_377	K14063
UHM145.35773__k141_223329_21	K07795
UHM145.35773__k141_67326_61	NA
UHM145.35773__k141_9274_1	NA
UHM145.35773__k141_240458_64	K01470
UHM145.35773__k141_141428_26	K03863
UHM145.35773__k141_9438_27	K07397
UHM145.35773__k141_9438_59	NA
UHM145.35773__k141_1795_59	K07263
UHM145.35773__k141_36076_25	NA
UHM145.35773__k141_241173_9	K07002
UHM145.35773__k141_52368_10	NA
UHM145.35773__k141_125883_125	NA
UHM145.35773__k141_191253_28	K07795
UHM145.35773__k141_207401_8	K03581
UHM145.35773__k141_69150_12	NA
UHM145.35773__k141_191469_13	NA
UHM145.35773__k141_191469_109	K03550
UHM145.35773__k141_200688_14	K00020
UHM145.35773__k141_200688_14	K00042
UHM145.35773__k141_92544_11	K03719
UHM145.35773__k141_149985_2	NA
UHM145.35773__k141_142899_12	NA
UHM145.35773__k141_84257_27	K16137
UHM145.35773__k141_101682_15	K21008
UHM145.35773__k141_3080_16	NA
UHM145.35773__k141_37742_13	K10229
UHM145.35773__k141_150407_10	K16137
UHM145.35773__k141_3634_79	NA
UHM145.35773__k141_161616_3	K07795
UHM145.35773__k141_168968_4	K07795
UHM145.35773__k141_103141_43	NA
UHM145.35773__k141_55292_37	NA
UHM145.35773__k141_227637_33	NA
UHM145.35773__k141_227637_65	NA
UHM145.35773__k141_151668_8	NA
UHM145.35773__k141_151668_40	K02389
UHM145.35773__k141_259948_46	K06145
UHM145.35773__k141_146158_26	K02050
UHM145.35773__k141_146158_26	K15554
UHM145.35773__k141_94196_17	K03406
UHM145.35773__k141_113266_4	K05808
UHM145.35773__k141_121927_14	K02338
UHM145.35773__k141_152043_34	NA
UHM145.35773__k141_187991_9	K00873
UHM145.35773__k141_178471_10	K21430
UHM145.35773__k141_48084_26	NA
UHM145.35773__k141_147544_14	NA
UHM145.35773__k141_48572_27	K02939
UHM145.35773__k141_114859_28	NA
UHM145.35773__k141_31070_11	K07795
UHM145.35773__k141_154901_3	NA
UHM17.10826__k141_150718_10	K09701
UHM17.10826__k141_226232_5	K15726
UHM17.10826__k141_263937_3	K02769
UHM17.10826__k141_263937_3	K11202
UHM17.10826__k141_263937_35	NA
UHM17.10826__k141_160340_14	K03828
UHM17.10826__k141_270_6	K01961
UHM17.10826__k141_270_6	K01965
UHM17.10826__k141_217317_19	K21699
UHM17.10826__k141_208316_29	K09117
UHM17.10826__k141_19645_6	NA
UHM17.10826__k141_104687_7	K03885
UHM17.10826__k141_292866_4	NA
UHM17.10826__k141_208512_100	NA
UHM17.10826__k141_29319_8	K07402
UHM17.10826__k141_151937_12	K03781
UHM17.10826__k141_133270_5	K07004
UHM17.10826__k141_133270_37	K08683
UHM17.10826__k141_123451_2	K09758
UHM17.10826__k141_208887_2	K07795
UHM17.10826__k141_10726_4	K09989
UHM17.10826__k141_47979_6	K03046
UHM17.10826__k141_190166_29	NA
UHM17.10826__k141_39777_193	NA
UHM17.10826__k141_142857_54	K01005
UHM17.10826__k141_106057_3	NA
UHM17.10826__k141_106133_11	K01995
UHM17.10826__k141_153448_2	K07234
UHM17.10826__k141_285319_18	K15125
UHM17.10826__k141_116638_2	K00798
UHM17.10826__k141_134309_15	K02055
UHM17.10826__k141_134403_7	K09903
UHM17.10826__k141_40833_42	NA
UHM17.10826__k141_248526_11	K03930
UHM17.10826__k141_181728_1	K06158
UHM17.10826__k141_285837_6	NA
UHM17.10826__k141_200341_2	NA
UHM17.10826__k141_41281_1	K04748
UHM17.10826__k141_276499_34	K07161
UHM17.10826__k141_135131_11	NA
UHM17.10826__k141_154408_6	K03770
UHM17.10826__k141_41650_27	K02234
UHM17.10826__k141_211327_7	K01775
UHM17.10826__k141_239390_4	K16842
UHM17.10826__k141_50154_24	K07002
UHM17.10826__k141_174614_5	NA
UHM17.10826__k141_4943_4	NA
UHM17.10826__k141_90325_14	K07795
UHM17.10826__k141_13395_5	NA
UHM17.10826__k141_13400_8	K01999
UHM17.10826__k141_32081_139	NA
UHM17.10826__k141_145349_6	K22210
UHM17.10826__k141_60489_24	NA
UHM17.10826__k141_60489_56	K15738
UHM17.10826__k141_32559_2	NA
UHM17.10826__k141_223778_27	NA
UHM17.10826__k141_223914_3	NA
UHM17.10826__k141_52557_7	NA
UHM17.10826__k141_128480_35	K02041
UHM17.10826__k141_235212_8	K00626
UHM17.10826__k141_235258_4	K02016
UHM17.10826__k141_187819_1	K00548
UHM17.10826__k141_301002_8	K09017
UHM17.10826__k141_150541_5	K07165
UHM17.35739__k141_67429_8	NA
UHM17.35739__k141_22771_18	NA
UHM17.35739__k141_67681_5	NA
UHM17.35739__k141_71180_29	K01814
UHM17.35739__k141_93487_59	NA
UHM17.35739__k141_93487_123	NA
UHM17.35739__k141_93487_219	NA
UHM17.35739__k141_64696_20	NA
UHM17.35739__k141_93920_21	K03497
UHM17.35739__k141_93920_53	NA
UHM17.35739__k141_2755_30	NA
UHM17.35739__k141_5195_29	K07105
UHM17.35740__k141_53389_6	NA
UHM17.35740__k141_159976_91	NA
UHM17.35740__k141_6230_32	NA
UHM17.35740__k141_130648_70	K01868
UHM17.35740__k141_118700_18	NA
UHM17.35740__k141_118700_50	NA
UHM17.35740__k141_30056_14	NA
UHM17.35740__k141_95120_53	K18991
UHM17.35740__k141_95120_85	K18138
UHM17.35740__k141_95120_85	K18296
UHM17.35740__k141_142686_64	NA
UHM17.35740__k141_24569_8	NA
UHM17.35740__k141_90056_23	NA
UHM17.35740__k141_36621_38	K01998
UHM17.35740__k141_36621_230	K04110
UHM17.35740__k141_36621_262	K00799
UHM17.35740__k141_36621_294	K07795
UHM17.35740__k141_30776_17	NA
UHM17.35740__k141_149187_42	K11690
UHM17.35740__k141_85011_3	NA
UHM17.35740__k141_85245_57	K02435
UHM17.35740__k141_85245_89	K07258
UHM17.35740__k141_144147_9	NA
UHM17.35740__k141_144147_41	NA
UHM17.35740__k141_149550_15	K17737
UHM17.35740__k141_173293_15	K00615
UHM17.35740__k141_173293_143	K02609
UHM17.35740__k141_109697_30	NA
UHM17.35740__k141_68014_19	NA
UHM17.35740__k141_68014_51	NA
UHM17.35740__k141_132604_10	K11475
UHM17.35740__k141_132604_106	K20971
UHM17.35740__k141_132604_202	K01997
UHM17.35740__k141_132604_234	NA
UHM17.35740__k141_61772_238	K06895
UHM17.35740__k141_50615_236	K07506
UHM17.35740__k141_50615_268	K00334
UHM17.35740__k141_50615_364	K13021
UHM17.35740__k141_50615_396	K02316
UHM17.35740__k141_50615_428	K04088
UHM17.35740__k141_50615_652	NA
UHM17.35740__k141_150247_136	NA
UHM17.35740__k141_98875_20	K07795
UHM17.35740__k141_104911_14	NA
UHM17.35740__k141_104911_46	NA
UHM17.35740__k141_187087_4	K00297
UHM17.35740__k141_87012_4	K12410
UHM17.35740__k141_87012_68	NA
UHM17.35740__k141_69682_46	K02003
UHM17.35740__k141_69682_46	K19083
UHM17.35740__k141_69682_78	NA
UHM17.35740__k141_39784_17	K04486
UHM17.35740__k141_106472_13	NA
UHM17.35740__k141_141880_98	NA
UHM17.35740__k141_23576_86	K01933
UHM17.35740__k141_146984_126	NA
UHM17.35740__k141_159242_36	K25227
UHM17.35740__k141_53083_30	K02670
UHM18.10827__k141_9178_117	NA
UHM18.10827__k141_35689_91	NA
UHM18.10827__k141_35689_155	NA
UHM18.10827__k141_18448_32	K18350
UHM18.10827__k141_18448_64	NA
UHM18.10827__k141_18448_96	K04068
UHM18.10827__k141_27429_12	NA
UHM18.10827__k141_27429_44	K03481
UHM18.10827__k141_23948_1	NA
UHM18.10827__k141_108266_5	K23675
UHM18.10827__k141_27753_239	K06871
UHM18.10827__k141_6763_5	K03665
UHM18.10827__k141_46537_2	K02624
UHM18.10827__k141_79192_2	NA
UHM18.10827__k141_96601_29	NA
UHM18.10827__k141_92882_9	NA
UHM18.10827__k141_17494_20	NA
UHM18.10827__k141_62008_12	NA
UHM18.35741__k141_76884_2	K01799
UHM18.35741__k141_40855_2	K01835
UHM18.35741__k141_90581_2	K00067
UHM18.35741__k141_86125_18	K01258
UHM18.35741__k141_86125_50	K02750
UHM18.35741__k141_72749_1	NA
UHM18.35741__k141_90741_2	K00616
UHM18.35741__k141_95127_3	K03590
UHM18.35741__k141_45935_132	K03571
UHM18.35741__k141_95619_23	K01620
UHM18.35741__k141_105104_17	K03501
UHM18.35741__k141_86891_4	K06207
UHM18.35741__k141_55222_6	NA
UHM18.35741__k141_91515_2	K01624
UHM18.35741__k141_55754_3	NA
UHM18.35741__k141_46556_2	K07106
UHM18.35741__k141_50857_1	NA
UHM18.35741__k141_33195_5	K07816
UHM18.35741__k141_83437_42	K00297
UHM18.35741__k141_6284_3	K02564
UHM18.35741__k141_11559_1	K02879
UHM18.35741__k141_24162_2	K00294
UHM18.35741__k141_33825_1	K06168
UHM18.35741__k141_71178_6	K19167
UHM18.35741__k141_25044_24	K07133
UHM18.35741__k141_25044_184	K05937
UHM18.35741__k141_34877_30	NA
UHM18.35741__k141_85586_4	K02469
UHM18.35741__k141_139778_26	K09702
UHM18.35741__k141_53209_1	K03705
UHM18.35741__k141_9036_4	NA
UHM18.35742__k141_20882_4	K01726
UHM18.35742__k141_103447_189	K01928
UHM18.35742__k141_69108_4	K00937
UHM18.35742__k141_28005_52	K03543
UHM18.35742__k141_28005_180	K01963
UHM18.35742__k141_28005_212	K10764
UHM18.35742__k141_28005_244	K06894
UHM18.35742__k141_131634_2	NA
UHM18.35742__k141_152342_3	K00344
UHM18.35742__k141_111597_2	K03624
UHM18.35742__k141_180476_18	NA
UHM18.35742__k141_104704_1	K09748
UHM18.35742__k141_42379_123	K00239
UHM18.35742__k141_77420_4	K02501
UHM18.35742__k141_215343_5	NA
UHM18.35742__k141_201778_2	K02027
UHM18.35742__k141_201778_2	K05813
UHM18.35742__k141_78094_8	K02460
UHM18.35742__k141_57504_5	K07043
UHM18.35742__k141_133855_3	K02343
UHM18.35742__k141_78444_2	K03832
UHM18.35742__k141_215974_22	K01190
UHM18.35742__k141_50369_120	K01657
UHM18.35742__k141_50369_184	K21572
UHM18.35742__k141_195101_3	NA
UHM18.35742__k141_16440_55	NA
UHM18.35742__k141_16440_151	NA
UHM18.35742__k141_119751_2	K04485
UHM18.35742__k141_106287_1	K19222
UHM18.35742__k141_208893_2	NA
UHM18.35742__k141_100004_24	NA
UHM18.35742__k141_50762_19	NA
UHM18.35742__k141_17056_2	K00344
UHM18.35742__k141_106614_1	K07101
UHM18.35742__k141_175814_5	K13635
UHM18.35742__k141_51170_3	K02672
UHM18.35742__k141_92983_382	K00259
UHM18.35742__k141_92983_382	K00324
UHM18.35742__k141_120536_6	K02926
UHM18.35742__k141_51435_3	NA
UHM18.35742__k141_120608_67	K01745
UHM18.35742__k141_101348_2	NA
UHM18.35742__k141_44982_3	K06938
UHM18.35742__k141_38761_2	K23779
UHM18.35742__k141_136531_110	K01752
UHM18.35742__k141_128627_2	NA
UHM18.35742__k141_60731_4	K01961
UHM18.35742__k141_6086_14	NA
UHM18.35742__k141_81472_1	K06978
UHM18.35742__k141_61180_2	NA
UHM18.35742__k141_95405_2	K01999
UHM18.35742__k141_158004_2	K02014
UHM18.35742__k141_158004_2	K16089
UHM18.35742__k141_178673_2	K04754
UHM18.35742__k141_40498_2	K10126
UHM18.35742__k141_40498_2	K17061
UHM18.35742__k141_163844_3	K13928
UHM18.35742__k141_123657_2	K03719
UHM18.35742__k141_54383_237	NA
UHM20.10828__k141_139715_7	K03519
UHM20.10828__k141_127993_11	K00666
UHM20.10828__k141_139771_3	K07646
UHM20.10828__k141_110696_22	NA
UHM20.10828__k141_163159_8	NA
UHM20.10828__k141_6321_2	NA
UHM20.10828__k141_122473_3	NA
UHM20.10828__k141_134190_2	NA
UHM20.10828__k141_128440_13	K01011
UHM20.10828__k141_81999_5	K02014
UHM20.10828__k141_35501_6	NA
UHM20.10828__k141_128554_13	K00058
UHM20.10828__k141_128607_3	K07795
UHM20.10828__k141_52866_40	NA
UHM20.10828__k141_35640_22	K00406
UHM20.10828__k141_35640_54	K22025
UHM20.10828__k141_122784_3	K02011
UHM20.10828__k141_93943_2	K03814
UHM20.10828__k141_29958_9	K01561
UHM20.10828__k141_181233_8	NA
UHM20.10828__k141_111504_12	K19804
UHM20.10828__k141_100103_12	K10806
UHM20.10828__k141_82397_6	NA
UHM20.10828__k141_18213_30	K24138
UHM20.10828__k141_175235_11	K03671
UHM20.10828__k141_175235_11	K03672
UHM20.10828__k141_53462_5	K06415
UHM20.10828__k141_18341_15	K01262
UHM20.10828__k141_106107_15	NA
UHM20.10828__k141_100384_11	NA
UHM20.10828__k141_164443_11	K03527
UHM20.10828__k141_175636_11	K02017
UHM20.10828__k141_65505_2	K20940
UHM20.10828__k141_100469_2	K05555
UHM20.10828__k141_164501_10	K01464
UHM20.10828__k141_100647_7	K01007
UHM20.10828__k141_43288_4	K21010
UHM20.10828__k141_112240_10	NA
UHM20.10828__k141_176101_11	K20862
UHM20.10828__k141_147017_14	NA
UHM20.10828__k141_89586_11	K23163
UHM20.10828__k141_141479_6	NA
UHM20.10828__k141_13743_59	K00982
UHM20.10828__k141_136128_5	K03408
UHM20.10828__k141_183492_2	K03798
UHM20.10828__k141_55891_5	NA
UHM20.10828__k141_84816_23	K07795
UHM20.10828__k141_26322_8	K02483
UHM20.10828__k141_26322_8	K03413
UHM20.10828__k141_26322_8	K18144
UHM20.10828__k141_101661_9	K03585
UHM20.10828__k141_101661_9	K18901
UHM20.10828__k141_26571_4	K10536
UHM20.10828__k141_126483_3	K13021
UHM20.10828__k141_109106_12	K02839
UHM20.10828__k141_155076_3	NA
UHM20.10828__k141_46488_3	NA
UHM20.10828__k141_151075_11	K01998
UHM20.10828__k141_104439_3	K07708
UHM20.35743__k141_49705_9	K07039
UHM20.35743__k141_53899_33	K01589
UHM20.35743__k141_53899_97	NA
UHM20.35743__k141_57997_4	K07795
UHM20.35743__k141_66364_23	NA
UHM20.35743__k141_120164_15	K21645
UHM20.35743__k141_120164_143	K03719
UHM20.35743__k141_87144_4	K13788
UHM20.35743__k141_418_5	K01599
UHM20.35743__k141_120168_65	K02398
UHM20.35743__k141_16821_214	K01895
UHM20.35743__k141_25221_25	NA
UHM20.35743__k141_58339_36	K06872
UHM20.35743__k141_29810_19	K01069
UHM20.35743__k141_1071_18	NA
UHM20.35743__k141_1071_82	K02005
UHM20.35743__k141_1071_82	K13888
UHM20.35743__k141_58631_14	K18208
UHM20.35743__k141_58631_78	K01807
UHM20.35743__k141_58631_110	K03296
UHM20.35743__k141_58631_142	K18030
UHM20.35743__k141_58631_174	NA
UHM20.35743__k141_75397_31	K07152
UHM20.35743__k141_75397_63	K02071
UHM20.35743__k141_75397_63	K02072
UHM20.35743__k141_13256_2	K02863
UHM20.35743__k141_25715_26	K07795
UHM20.35743__k141_30139_37	NA
UHM20.35743__k141_30139_69	K05603
UHM20.35743__k141_46841_1	K03624
UHM20.35743__k141_84010_23	K02837
UHM20.35743__k141_30302_18	K03500
UHM20.35743__k141_125504_86	K01784
UHM20.35743__k141_104804_149	K02470
UHM20.35743__k141_104804_181	K01167
UHM20.35743__k141_67363_2	NA
UHM20.35743__k141_38984_7	K03497
UHM20.35743__k141_72158_153	NA
UHM20.35743__k141_30888_13	NA
UHM20.35743__k141_76264_59	K07054
UHM20.35743__k141_76264_91	K10763
UHM20.35743__k141_105268_289	K00626
UHM20.35743__k141_105268_289	K00632
UHM20.35743__k141_105268_321	K02027
UHM20.35743__k141_105268_321	K10227
UHM20.35743__k141_68337_10	K01866
UHM20.35743__k141_68337_42	NA
UHM20.35743__k141_68341_128	K14267
UHM20.35743__k141_117686_12	K07090
UHM20.35743__k141_117686_44	K01919
UHM20.35743__k141_89427_132	NA
UHM20.35743__k141_89427_164	K20034
UHM20.35743__k141_89427_196	K03387
UHM20.35743__k141_89427_228	K13038
UHM20.35743__k141_89427_260	K18902
UHM20.35743__k141_89427_292	K00343
UHM20.35743__k141_76825_67	K21573
UHM20.35743__k141_130549_1	NA
UHM20.35743__k141_4006_24	K15987
UHM20.35743__k141_18824_350	K02014
UHM20.35743__k141_27200_358	K06182
UHM20.35743__k141_40957_39	K21573
UHM20.35743__k141_32571_212	NA
UHM20.35743__k141_8237_27	K01875
UHM20.35743__k141_8237_59	K06373
UHM20.35743__k141_8237_59	K06374
UHM20.35743__k141_15217_7	K00602
UHM20.35743__k141_24201_95	K02071
UHM20.35743__k141_57901_20	K03327
UHM20.35744__k141_52550_60	K11414
UHM20.35744__k141_85436_53	NA
UHM20.35744__k141_131702_59	NA
UHM20.35744__k141_158037_44	K06134
UHM20.35744__k141_79238_37	K01995
UHM20.35744__k141_151505_49	K02066
UHM20.35744__k141_943_67	NA
UHM20.35744__k141_118524_342	K09955
UHM20.35744__k141_118524_374	NA
UHM20.35744__k141_40890_128	NA
UHM20.35744__k141_46800_61	NA
UHM20.35744__k141_46800_93	NA
UHM20.35744__k141_14063_32	K04090
UHM20.35744__k141_14063_128	K02483
UHM20.35744__k141_14063_128	K07666
UHM20.35744__k141_145271_58	K03694
UHM20.35744__k141_145271_90	NA
UHM20.35744__k141_204584_49	K07277
UHM20.35744__k141_204584_81	NA
UHM20.35744__k141_204584_209	K01520
UHM20.35744__k141_204584_337	K02990
UHM20.35744__k141_204584_369	K03685
UHM20.35744__k141_204584_561	K08310
UHM20.35744__k141_204584_593	K03979
UHM20.35744__k141_204584_753	NA
UHM20.35744__k141_178324_76	K02417
UHM20.35744__k141_132790_3	K19304
UHM20.35744__k141_80465_1	K00962
UHM20.35744__k141_80465_97	NA
UHM20.35744__k141_205382_34	K01113
UHM20.35744__k141_191945_154	NA
UHM20.35744__k141_191945_186	K24847
UHM20.35744__k141_87145_26	K01811
UHM20.35744__k141_94007_81	K02073
UHM20.35744__k141_173038_40	NA
UHM20.35744__k141_28407_17	K07795
UHM20.35744__k141_153702_52	K01745
UHM20.35744__k141_134037_95	NA
UHM20.35744__k141_187648_15	NA
UHM20.35744__k141_69579_146	K05916
UHM20.35744__k141_69579_242	K07795
UHM20.35744__k141_167735_23	NA
UHM20.35744__k141_200895_59	NA
UHM20.35744__k141_200895_123	K06183
UHM20.35744__k141_155084_335	K02931
UHM20.35744__k141_89580_64	K07795
UHM20.35744__k141_89580_128	NA
UHM20.35744__k141_89580_192	K02483
UHM20.35744__k141_89580_192	K07664
UHM20.35744__k141_181303_94	NA
UHM20.35744__k141_110163_144	K06911
UHM20.35744__k141_110163_208	NA
UHM20.35744__k141_110163_272	NA
UHM20.35744__k141_83286_17	K13796
UHM20.35744__k141_83286_49	NA
UHM20.35744__k141_175877_2	NA
UHM20.35744__k141_136002_3	K02500
UHM20.35744__k141_77342_161	K00024
UHM20.35744__k141_183793_14	K02355
UHM20.35744__k141_183793_46	K00281
UHM22.35745__k141_28845_2	K03284
UHM22.35745__k141_90391_3	NA
UHM22.35745__k141_78096_2	K04033
UHM22.35745__k141_61701_17	K00145
UHM22.35745__k141_119095_7	NA
UHM22.35745__k141_82245_16	NA
UHM22.35745__k141_69874_5	K02199
UHM22.35745__k141_33154_7	K03438
UHM22.35745__k141_86781_18	K00684
UHM22.35745__k141_57905_21	NA
UHM22.35745__k141_124090_3	K00925
UHM22.35745__k141_62041_28	K02387
UHM22.35745__k141_99001_5	NA
UHM22.35745__k141_99001_37	K07712
UHM22.35745__k141_90575_209	K03657
UHM22.35745__k141_90575_529	K15727
UHM22.35745__k141_87126_3	NA
UHM22.35745__k141_75016_16	K00647
UHM22.35745__k141_78462_91	K05366
UHM22.35745__k141_115949_11	K01755
UHM22.35745__k141_25645_16	NA
UHM22.35745__k141_54381_6	K07045
UHM22.35745__k141_95677_7	NA
UHM22.35745__k141_38263_11	NA
UHM22.35745__k141_79178_4	K10979
UHM22.35745__k141_54695_226	K01887
UHM22.35745__k141_54695_290	NA
UHM22.35745__k141_5385_19	K09458
UHM22.35745__k141_58832_17	K07795
UHM22.35745__k141_120735_6	NA
UHM22.35745__k141_88371_115	NA
UHM22.35745__k141_88371_147	K15726
UHM22.35745__k141_9603_2	NA
UHM22.35745__k141_50516_364	K00626
UHM22.35745__k141_50516_364	K00632
UHM22.35745__k141_104311_2	NA
UHM22.35745__k141_10271_3	K03801
UHM22.35745__k141_122205_16	NA
UHM22.35745__k141_71933_19	K03607
UHM22.35745__k141_113339_8	NA
UHM22.35745__k141_77793_126	NA
UHM22.35745__k141_77793_158	K00691
UHM22.35745__k141_3878_5	NA
UHM22.35745__k141_101221_50	K21573
UHM22.35745__k141_101221_434	K01883
UHM22.35745__k141_44346_8	K02404
UHM22.35745__k141_44698_2	K03320
UHM22.35745__k141_60579_272	NA
UHM22.35745__k141_60580_19	K02933
UHM22.35745__k141_51983_3	K00626
UHM22.35745__k141_45112_10	K03336
UHM22.35745__k141_57405_13	K02276
UHM22.35746__k141_149229_66	K01247
UHM22.35746__k141_105962_3	K01295
UHM22.35746__k141_43465_6	K01999
UHM22.35746__k141_86827_12	K14415
UHM22.35746__k141_72325_20	NA
UHM22.35746__k141_91642_2	NA
UHM22.35746__k141_4905_5	NA
UHM22.35746__k141_91739_42	K18138
UHM22.35746__k141_67538_13	K01126
UHM22.35746__k141_120630_3	NA
UHM22.35746__k141_57914_6	K07795
UHM22.35746__k141_19642_11	K02012
UHM22.35746__k141_19642_11	K08478
UHM22.35746__k141_135668_7	K02003
UHM22.35746__k141_135668_7	K02004
UHM22.35746__k141_135668_7	K05685
UHM22.35746__k141_67952_14	NA
UHM22.35746__k141_140338_11	K01256
UHM22.35746__k141_34131_8	NA
UHM22.35746__k141_67970_17	K00817
UHM22.35746__k141_111427_12	K07220
UHM22.35746__k141_135964_32	NA
UHM22.35746__k141_145228_17	K03702
UHM22.35746__k141_10104_438	K12257
UHM22.35746__k141_10104_534	K03702
UHM22.35746__k141_63643_6	K03524
UHM22.35746__k141_20630_43	K00625
UHM22.35746__k141_145477_10	K15512
UHM22.35746__k141_145496_18	K02012
UHM22.35746__k141_58483_7	NA
UHM22.35746__k141_101768_47	NA
UHM22.35746__k141_6391_17	K02415
UHM22.35746__k141_77848_10	K00029
UHM22.35746__k141_111883_17	K00799
UHM22.35746__k141_54517_293	NA
UHM22.35746__k141_97825_29	K00525
UHM22.35746__k141_97825_93	K05989
UHM22.35746__k141_15455_201	K06020
UHM22.35746__k141_21091_4	K09807
UHM22.35746__k141_6731_16	NA
UHM22.35746__k141_73847_12	K19746
UHM22.35746__k141_131809_103	NA
UHM22.35746__k141_55676_39	K00853
UHM22.35746__k141_74181_6	NA
UHM22.35746__k141_31215_4	K02825
UHM22.35746__k141_31913_10	NA
UHM22.35746__k141_60252_4	K07795
UHM22.35746__k141_137636_10	K00598
UHM22.35746__k141_40964_3	K12685
UHM22.35746__k141_40964_3	K19231
UHM22.35746__k141_148390_2	NA
UHM22.35746__k141_12257_16	NA
UHM22.35746__k141_66824_62	K03455
UHM22.35746__k141_129522_4	K06989
UHM22.35747__k141_75775_3	NA
UHM22.35747__k141_63902_31	NA
UHM22.35747__k141_4102_11	K18029
UHM22.35747__k141_115826_6	NA
UHM22.35747__k141_20050_44	NA
UHM22.35747__k141_87933_2	K02653
UHM22.35747__k141_40247_15	K01679
UHM22.35747__k141_360_182	K02010
UHM22.35747__k141_80409_24	NA
UHM22.35747__k141_124149_6	NA
UHM22.35747__k141_12708_33	K00003
UHM22.35747__k141_12729_8	K01690
UHM22.35747__k141_112064_23	K21009
UHM22.35747__k141_40454_8	K01990
UHM22.35747__k141_4689_28	NA
UHM22.35747__k141_4689_60	K02232
UHM22.35747__k141_92446_7	K22310
UHM22.35747__k141_28588_22	NA
UHM22.35747__k141_9378_24	K20035
UHM22.35747__k141_77046_1	K01885
UHM22.35747__k141_20860_22	NA
UHM22.35747__k141_20860_86	K03457
UHM22.35747__k141_1476_28	NA
UHM22.35747__k141_73293_8	K01426
UHM22.35747__k141_73293_8	K02433
UHM22.35747__k141_56395_129	NA
UHM22.35747__k141_56395_577	NA
UHM22.35747__k141_120975_3	NA
UHM22.35747__k141_52536_150	K06013
UHM22.35747__k141_52536_182	K00507
UHM22.35747__k141_52536_246	K00948
UHM22.35747__k141_52536_278	K05813
UHM22.35747__k141_37356_57	K02016
UHM22.35747__k141_117144_35	K00249
UHM22.35747__k141_117144_35	K06446
UHM22.35747__k141_56604_7	K02945
UHM22.35747__k141_101285_56	K02523
UHM22.35747__k141_101285_184	K03977
UHM22.35747__k141_125131_2	K02614
UHM22.35747__k141_2351_21	K08483
UHM22.35747__k141_56704_44	K05349
UHM22.35747__k141_56704_268	NA
UHM22.35747__k141_45611_7	K18575
UHM22.35747__k141_53132_6	K01816
UHM22.35747__k141_18184_2	K02664
UHM22.35747__k141_34237_79	NA
UHM22.35747__k141_29448_30	K21679
UHM22.35747__k141_94586_16	K03665
UHM22.35747__k141_97849_1	K07124
UHM22.35747__k141_57719_15	NA
UHM22.35747__k141_24731_171	K02003
UHM22.35747__k141_24731_491	NA
UHM22.35747__k141_106526_66	NA
UHM22.35747__k141_42361_189	NA
UHM22.35747__k141_42361_413	K01687
UHM22.35747__k141_30958_7	NA
UHM22.35747__k141_43273_9	K00600
UHM27.10829__k141_64138_2	K03596
UHM27.10829__k141_163222_4	NA
UHM27.10829__k141_40965_24	NA
UHM27.10829__k141_64858_4	K25422
