Gene_ID	KOFAM
UHM20.10828__k141_105147_2	NA
UHM20.10828__k141_19235_33	K03312
UHM20.35743__k141_63169_49	K00384
UHM20.35743__k141_2638_8	K02564
UHM20.35743__k141_96542_134	NA
UHM20.35743__k141_16560_9	K01847
UHM20.35744__k141_157635_4	NA
UHM20.35744__k141_125254_113	K01902
UHM20.35744__k141_125254_113	K02907
UHM20.35744__k141_125254_145	K00052
UHM20.35744__k141_172463_3	K12373
UHM20.35744__k141_191945_187	K08289
UHM20.35744__k141_94089_7	K01183
UHM20.35744__k141_2901_36	K03046
UHM20.35744__k141_3073_3	K09011
UHM20.35744__k141_101933_73	K03791
UHM20.35744__k141_74954_1	K01685
UHM20.35744__k141_169404_14	K15268
UHM20.35744__k141_32673_37	NA
UHM22.35745__k141_12708_21	K03475
UHM22.35745__k141_78462_28	K03797
UHM22.35745__k141_78462_188	K01880
UHM22.35745__k141_128173_6	K06907
UHM22.35745__k141_95806_24	K02680
UHM22.35745__k141_35198_336	K02030
UHM22.35745__k141_50516_365	K07516
UHM22.35745__k141_89497_74	NA
UHM22.35745__k141_101221_243	NA
UHM22.35745__k141_60579_81	NA
UHM22.35746__k141_14990_15	K24087
UHM22.35746__k141_120642_315	K02055
UHM22.35746__k141_97825_30	NA
UHM22.35746__k141_15455_42	K03307
UHM22.35746__k141_121449_61	NA
UHM22.35746__k141_121449_477	K01066
UHM22.35746__k141_61134_23	K00164
UHM22.35746__k141_96248_53	K03112
UHM22.35747__k141_67948_7	NA
UHM22.35747__k141_44127_248	K03462
UHM22.35747__k141_77021_191	K06908
UHM22.35747__k141_9504_114	K07795
UHM22.35747__k141_56704_173	K01820
UHM22.35747__k141_56704_269	K03327
UHM22.35747__k141_89895_6	NA
UHM22.35747__k141_24731_428	K01912
UHM22.35747__k141_42361_30	NA
UHM27.10829__k141_177330_15	K07345
UHM31.10830__k141_35720_56	K07345
UHM31.10830__k141_9869_117	K03040
UHM31.10830__k141_101188_61	NA
UHM31.10830__k141_41264_6	NA
UHM31.10830__k141_25844_3	K00287
UHM31.35748__k141_42208_129	NA
UHM31.35748__k141_8586_50	K07345
UHM31.35748__k141_127301_93	K01783
UHM31.35748__k141_25927_7	NA
UHM31.35748__k141_19899_6	K02275
UHM31.35748__k141_20570_16	NA
UHM31.35749__k141_131342_28	K02822
UHM31.35749__k141_6681_36	K13021
UHM31.35749__k141_58527_2	NA
UHM31.35749__k141_182993_15	K15894
UHM31.35749__k141_60479_2	NA
UHM31.35749__k141_165894_245	K01708
UHM33.10831__k141_50002_7	K18682
UHM33.10831__k141_74636_6	NA
UHM33.10831__k141_25637_4	NA
UHM33.10831__k141_92819_132	K12519
UHM33.10831__k141_109744_73	K04516
UHM33.10831__k141_11247_8	NA
UHM36.10832__k141_55458_21	NA
UHM36.10832__k141_3018_62	K01890
UHM36.10832__k141_75796_2	NA
UHM36.10832__k141_165645_105	NA
UHM36.10832__k141_64502_2	K07220
UHM36.10832__k141_166426_20	K01428
UHM36.10832__k141_118941_1	K00970
UHM36.10832__k141_118941_1	K00974
UHM36.10832__k141_119184_36	K00928
UHM36.10832__k141_119184_36	K12524
UHM36.10832__k141_119184_68	K01354
UHM36.10832__k141_119184_132	K07182
UHM36.35750__k141_53467_1	K13283
UHM36.35750__k141_10134_87	NA
UHM36.35750__k141_77158_173	K00248
UHM36.35750__k141_77158_173	K00249
UHM36.35750__k141_73746_172	NA
UHM36.35750__k141_73746_332	K01873
UHM36.35750__k141_10877_130	K01695
UHM36.35750__k141_84640_5	K01937
UHM36.35750__k141_38555_61	K11904
UHM36.35751__k141_65751_7	K06903
UHM36.35751__k141_66105_82	NA
UHM36.35751__k141_48399_1	NA
UHM36.35751__k141_15555_112	NA
UHM36.35751__k141_18741_418	K03924
UHM38.10833__k141_24490_16	K00927
UHM38.35752__k141_90301_17	K06978
UHM38.35752__k141_188331_84	K08680
UHM38.35752__k141_32980_36	NA
UHM38.35752__k141_94125_1	NA
UHM38.35753__k141_162273_75	K11936
UHM38.35753__k141_162273_75	K22278
UHM38.35753__k141_157902_1	NA
UHM38.35753__k141_51371_350	K05989
UHM40.10834__k141_43043_4	K07114
UHM40.35754__k141_74246_22	NA
UHM40.35754__k141_70072_8	NA
UHM40.35754__k141_35696_10	K01921
UHM40.35754__k141_92799_114	K01262
UHM40.35754__k141_101638_135	NA
UHM40.35754__k141_54272_27	NA
UHM40.35754__k141_124429_3	NA
UHM40.35754__k141_108160_9	K01886
UHM40.35755__k141_10479_29	K11106
UHM40.35755__k141_24685_10	K09015
UHM40.35755__k141_88712_349	NA
UHM40.35755__k141_88850_32	NA
UHM40.35755__k141_38677_3	NA
UHM41.10835__k141_10171_145	NA
UHM41.35756__k141_1668_1	NA
UHM41.35756__k141_80474_222	K01053
UHM41.35756__k141_45714_7	K19784
UHM44.10837__k141_694_8	K07349
UHM44.10837__k141_44259_54	K11811
UHM45.10838__k141_58926_360	NA
UHM45.10838__k141_114298_12	K01185
UHM45.10838__k141_77937_98	NA
UHM45.10838__k141_77937_130	K01804
UHM45.10838__k141_52473_35	K03549
UHM45.10838__k141_20680_37	K01627
UHM45.35758__k141_198361_18	K06959
UHM45.35759__k141_96340_364	K02014
UHM45.35759__k141_102561_3	NA
UHM45.35759__k141_69944_12	K24012
UHM45.35759__k141_45410_273	K00033
UHM56.10839__k141_52073_119	K03701
UHM56.10839__k141_14834_126	K07017
UHM56.10839__k141_76311_303	K19693
UHM56.10839__k141_40489_905	NA
UHM56.10839__k141_40489_1033	NA
UHM56.10839__k141_40489_1321	NA
UHM56.35760__k141_4088_9	NA
UHM56.35760__k141_12473_118	NA
UHM56.35760__k141_20490_321	NA
UHM56.35760__k141_73212_19	NA
UHM56.35760__k141_59228_41	NA
UHM56.35760__k141_34896_39	K05970
UHM56.35761__k141_71180_20	K03190
UHM72.35762__k141_47766_3	NA
UHM72.35762__k141_24263_16	K02674
UHM72.35762__k141_24381_207	K24012
UHM72.35762__k141_72216_61	K03553
UHM72.35762__k141_116162_4	NA
UHM72.35762__k141_121311_76	NA
UHM72.35762__k141_107017_12	NA
UHM72.35763__k141_211_3	K03686
UHM72.35763__k141_52803_114	K04750
UHM72.35763__k141_6555_8	K02172
UHM72.35763__k141_19577_218	K00674
UHM72.35763__k141_20095_75	NA
UHM72.35763__k141_79041_111	K00675
UHM72.35763__k141_51223_107	K24087
UHM72.35763__k141_39833_9	K18030
UHM72.35763__k141_77455_267	K07038
UHM72.35764__k141_6247_120	K21575
UHM72.35764__k141_141145_68	K05349
UHM72.35764__k141_52967_26	NA
UHM72.35764__k141_137124_6	K01739
UHM72.35764__k141_137124_6	K01758
UHM72.35764__k141_137124_6	K01760
UHM72.35764__k141_144593_29	NA
UHM102.10840__k141_38450_2	NA
UHM102.10840__k141_30127_3	K18297
UHM102.35765__k141_69425_128	K19294
UHM102.35765__k141_88887_235	K02551
UHM102.35765__k141_45535_9	NA
UHM102.35765__k141_150784_41	K12524
UHM102.35766__k141_102764_189	K22187
UHM102.35766__k141_152338_8	NA
UHM102.35766__k141_37597_6	K01610
UHM125.35768__k141_31266_3	K11904
UHM125.35768__k141_39369_2	K02950
UHM125.35769__k141_180109_10	K02014
UHM125.35769__k141_180109_10	K16087
UHM125.35769__k141_243561_51	NA
UHM125.35770__k141_132792_23	NA
UHM125.35770__k141_274401_23	NA
UHM125.35770__k141_143139_396	NA
UHM125.35770__k141_165328_9	NA
UHM125.35770__k141_299193_116	NA
UHM145.35771__k141_98311_83	NA
UHM145.35771__k141_51886_76	K04744
UHM145.35771__k141_38541_28	NA
UHM145.35771__k141_38541_124	K03797
UHM145.35771__k141_79960_1373	K05349
UHM145.35771__k141_85386_119	K03296
UHM145.35771__k141_53940_4	K02015
UHM145.35771__k141_100870_1	NA
UHM145.35771__k141_64864_80	NA
UHM145.35772__k141_13441_66	K09022
UHM145.35772__k141_121748_70	NA
UHM145.35772__k141_53889_86	K18530
UHM145.35773__k141_255109_2	NA
UHM145.35773__k141_42296_7	K11935
UHM145.35773__k141_83256_134	NA
UHM145.35773__k141_64432_2	NA
UHM145.35773__k141_188325_14	NA
UHM17.10826__k141_117556_16	K03292
UHM17.35740__k141_48156_2	NA
UHM18.10827__k141_46354_1	NA
UHM18.10827__k141_20768_5	K07308
UHM18.10827__k141_20768_5	K07312
UHM18.35741__k141_60139_1	NA
UHM18.35741__k141_101923_3	K07345
UHM18.35742__k141_172200_30	NA
UHM18.35742__k141_103447_191	K01925
UHM18.35742__k141_112583_192	NA
UHM18.35742__k141_196968_97	K03098
UHM18.35742__k141_122042_32	K15725
UHM20.35743__k141_37350_79	K21573
UHM20.35743__k141_42045_4	K01647
UHM20.35743__k141_113166_7	K03092
UHM20.35743__k141_67182_9	K13444
UHM20.35743__k141_10502_24	K06998
UHM20.35743__k141_76825_37	K03455
UHM20.35743__k141_26917_82	K03296
UHM20.35744__k141_118524_216	K00041
UHM20.35744__k141_118524_248	NA
UHM20.35744__k141_178324_46	K09667
UHM20.35744__k141_147142_3	NA
UHM20.35744__k141_173757_36	NA
UHM22.35745__k141_116387_1	NA
UHM22.35745__k141_130727_1	NA
UHM22.35746__k141_34018_62	K07082
UHM22.35746__k141_150291_94	K15125
UHM22.35746__k141_54517_135	K02171
UHM22.35746__k141_121449_414	NA
UHM22.35746__k141_17004_434	K05595
UHM22.35746__k141_66824_384	K01897
UHM22.35746__k141_94588_168	K15726
UHM22.35747__k141_111651_7	NA
UHM27.10829__k141_173712_1	NA
UHM31.10830__k141_101188_62	NA
UHM31.10830__k141_65976_8	NA
UHM31.10830__k141_1578_48	NA
UHM31.35748__k141_42208_130	NA
UHM31.35748__k141_21649_19	K12060
UHM31.35748__k141_93980_1	K02988
UHM31.35748__k141_102941_235	NA
UHM31.35748__k141_60858_25	K19354
UHM31.35749__k141_7063_118	K07795
UHM31.35749__k141_145191_13	K02483
UHM33.10831__k141_74636_7	NA
UHM33.10831__k141_50585_16	NA
UHM33.10831__k141_92819_133	K12518
UHM36.10832__k141_132936_7	K11904
UHM36.10832__k141_170049_250	K07795
UHM36.10832__k141_110204_38	K09925
UHM36.10832__k141_141612_54	NA
UHM36.10832__k141_75796_3	NA
UHM36.35750__k141_23416_160	K02341
UHM36.35750__k141_96832_39	K05349
UHM36.35750__k141_77158_206	NA
UHM36.35750__k141_57288_21	K02013
UHM36.35750__k141_73746_205	K03217
UHM36.35750__k141_92547_1	K02313
UHM36.35751__k141_40517_7	NA
UHM36.35751__k141_40517_103	NA
UHM36.35751__k141_15751_81	K13688
UHM36.35751__k141_8638_1	NA
UHM38.10833__k141_55246_4	NA
UHM38.35752__k141_233527_15	K00058
UHM38.35752__k141_211320_24	K00548
UHM38.35752__k141_136601_28	NA
UHM38.35752__k141_213001_208	K09800
UHM38.35752__k141_146062_38	K01915
UHM38.35753__k141_159900_5	NA
UHM38.35753__k141_230815_170	NA
UHM38.35753__k141_19540_6	K00525
UHM40.10834__k141_89949_3	NA
UHM40.35754__k141_101638_168	NA
UHM40.35755__k141_10479_30	K03780
UHM40.35755__k141_84208_53	NA
UHM41.10835__k141_88533_45	NA
UHM41.10835__k141_35181_2	K14445
UHM41.10835__k141_30443_148	K01952
UHM43.10836__k141_41612_4	NA
UHM43.10836__k141_137143_195	NA
UHM43.10836__k141_97042_40	NA
UHM43.10836__k141_56236_14	NA
UHM44.10837__k141_70968_222	NA
UHM45.10838__k141_77937_131	K01785
UHM45.35758__k141_133621_86	NA
UHM45.35758__k141_77575_105	K02945
UHM45.35758__k141_159540_83	K00343
UHM45.35759__k141_53792_96	K21395
UHM45.35759__k141_53792_96	K23007
UHM56.10839__k141_40489_842	K03544
UHM56.35760__k141_103951_197	NA
UHM56.35760__k141_12473_183	NA
UHM56.35761__k141_209771_16	K02028
UHM56.35761__k141_209771_16	K10004
UHM72.35762__k141_121311_77	K01610
UHM72.35762__k141_45298_2	NA
UHM72.35762__k141_47420_12	NA
UHM72.35763__k141_18862_7	K03629
UHM72.35764__k141_73280_16	NA
UHM72.35764__k141_163002_42	NA
UHM72.35764__k141_52568_220	K12308
UHM72.35764__k141_163251_103	NA
UHM72.35764__k141_137124_103	K07462
UHM740.35774__k141_780343_3	NA
UHM102.35765__k141_49242_2	K01834
UHM102.35765__k141_58353_32	K01546
UHM102.35765__k141_11599_23	NA
UHM102.35765__k141_69756_9	K01802
UHM102.35765__k141_88887_108	K02536
UHM102.35766__k141_102764_190	K07032
UHM125.35768__k141_74960_106	NA
UHM125.35768__k141_135374_158	NA
UHM125.35768__k141_101761_25	K03088
UHM125.35768__k141_136812_88	NA
UHM125.35769__k141_246607_35	NA
UHM125.35770__k141_63858_12	NA
UHM145.35771__k141_107900_297	NA
UHM145.35771__k141_61566_1	NA
UHM145.35771__k141_137612_13	NA
UHM145.35772__k141_51495_120	NA
UHM145.35772__k141_69825_140	K15125
UHM145.35772__k141_70497_14	NA
UHM145.35772__k141_89048_30	K01029
UHM145.35772__k141_25235_166	K21574
UHM145.35772__k141_20303_55	NA
UHM145.35773__k141_107108_1	K07184
UHM145.35773__k141_133836_18	NA
UHM145.35773__k141_37157_137	NA
UHM145.35773__k141_159978_1	NA
UHM17.10826__k141_256490_1	NA
UHM17.10826__k141_285664_1	NA
UHM17.10826__k141_300884_1	NA
UHM18.35741__k141_18508_4	NA
UHM18.35741__k141_95160_1	NA
UHM18.35741__k141_105417_1	NA
UHM18.35742__k141_103447_288	NA
UHM18.35742__k141_201724_1	NA
UHM18.35742__k141_120293_46	NA
UHM18.35742__k141_92983_1	K00600
UHM18.35742__k141_130119_1	K10536
UHM20.10828__k141_151307_2	NA
UHM20.35743__k141_101301_31	K07483
UHM20.35743__k141_10502_121	K06887
UHM20.35744__k141_147142_4	NA
UHM22.35745__k141_111027_125	K08300
UHM22.35745__k141_60579_243	K03585
UHM22.35745__k141_93270_62	NA
UHM22.35746__k141_121449_607	NA
UHM22.35747__k141_76344_94	NA
UHM22.35747__k141_45990_57	K09476
UHM22.35747__k141_45990_57	K14062
UHM22.35747__k141_24626_2175	K22390
UHM31.35749__k141_58634_76	K07012
UHM31.35749__k141_49629_117	K01955
UHM33.10831__k141_8830_30	K01736
UHM36.10832__k141_167455_3	NA
UHM36.35750__k141_23416_97	NA
UHM36.35750__k141_90018_101	NA
UHM36.35750__k141_73504_81	K23010
UHM38.35752__k141_213001_241	K02564
UHM38.35753__k141_143549_4	NA
UHM38.35753__k141_28030_147	K02337
UHM40.35754__k141_101638_169	NA
UHM40.35754__k141_67792_1	NA
UHM40.35755__k141_120182_2	NA
UHM40.35755__k141_85326_446	K00526
UHM40.35755__k141_80302_79	K06905
UHM41.35756__k141_100757_77	NA
UHM43.10836__k141_52256_1	NA
UHM43.10836__k141_69731_2	NA
UHM44.10837__k141_45284_21	NA
UHM44.10837__k141_39782_165	K07006
UHM45.10838__k141_78174_1	NA
UHM45.35758__k141_222388_188	K03292
UHM45.35758__k141_25709_73	K25010
UHM45.35758__k141_159540_84	NA
UHM56.10839__k141_76817_2	K01426
UHM56.10839__k141_76817_2	K02433
UHM72.35762__k141_84256_57	K22444
UHM72.35762__k141_73445_5	K08234
UHM72.35763__k141_46552_106	K02409
UHM72.35763__k141_81313_53	K06859
UHM72.35763__k141_20030_45	K00656
UHM72.35763__k141_70046_657	NA
UHM72.35763__k141_64633_1	K01872
UHM72.35763__k141_76336_14	NA
UHM72.35764__k141_141145_70	NA
UHM740.35774__k141_530409_2	K05372
UHM102.35766__k141_51493_8	NA
UHM102.35766__k141_46557_7	K00425
UHM102.35766__k141_37597_8	K02014
UHM125.35768__k141_139397_18	NA
UHM125.35769__k141_194070_24	NA
UHM125.35770__k141_111529_116	K02005
UHM125.35770__k141_111529_116	K13888
UHM145.35771__k141_25896_128	K06950
UHM145.35772__k141_42369_12	NA
UHM145.35773__k141_125089_17	K08970
UHM145.35773__k141_139450_7	K03770
UHM17.10826__k141_238427_1	K07345
UHM17.10826__k141_267785_1	NA
UHM18.35741__k141_108450_2	NA
UHM18.35742__k141_180496_144	K03043
UHM18.35742__k141_47958_2	NA
UHM20.10828__k141_106484_3	NA
UHM20.35743__k141_127253_41	K02674
UHM20.35744__k141_140593_1	NA
UHM20.35744__k141_183793_18	NA
UHM22.35745__k141_18681_1	NA
UHM22.35745__k141_104653_14	NA
UHM22.35746__k141_24413_3	K02343
UHM22.35746__k141_97825_65	NA
UHM22.35746__k141_30509_41	NA
UHM22.35746__k141_92737_12	K01785
UHM36.10832__k141_68461_1	NA
UHM36.10832__k141_55458_24	NA
UHM36.35751__k141_18335_16	K14347
UHM36.35751__k141_13512_249	K02005
UHM38.10833__k141_29377_4	K02316
UHM38.35752__k141_180945_27	NA
UHM38.35752__k141_99282_5	K02674
UHM38.35753__k141_73375_35	NA
UHM38.35753__k141_211344_4	NA
UHM38.35753__k141_148907_157	K01744
UHM40.10834__k141_78642_3	K03320
UHM40.35754__k141_92799_21	K21573
UHM56.10839__k141_40489_1036	K05367
UHM56.35760__k141_97615_2	NA
UHM72.35762__k141_91880_5	K00133
UHM72.35762__k141_47420_14	NA
UHM72.35763__k141_84298_113	K12678
UHM72.35763__k141_22769_56	K01953
UHM72.35764__k141_62485_100	K08151
UHM72.35764__k141_132840_206	NA
UHM739.35775__k141_333841_1	NA
UHM102.35765__k141_131657_5	NA
UHM102.35765__k141_69756_43	K00265
UHM102.35766__k141_171374_225	NA
UHM102.35767__k141_55821_5	NA
UHM125.35769__k141_233260_1	NA
UHM145.35772__k141_123065_306	NA
UHM145.35772__k141_120353_2	NA
UHM145.35773__k141_29884_12	K04069
UHM17.10826__k141_57160_2	K02854
UHM17.10826__k141_199327_2	NA
UHM17.10826__k141_51531_1	NA
UHM17.35740__k141_109627_1	NA
UHM18.35741__k141_18677_1	NA
UHM18.35741__k141_16985_2	NA
UHM18.35742__k141_2714_1	K01869
UHM18.35742__k141_24341_1	K25282
UHM20.35744__k141_178324_49	K02407
UHM20.35744__k141_43736_4	K15726
UHM20.35744__k141_181877_2	K06158
UHM22.35745__k141_49803_27	NA
UHM22.35745__k141_90575_470	NA
UHM22.35745__k141_54695_295	NA
UHM22.35745__k141_16373_1	NA
UHM22.35745__k141_61399_1	NA
UHM27.10829__k141_111705_35	K01753
UHM31.10830__k141_89565_64	K06020
UHM33.10831__k141_74636_10	NA
UHM33.10831__k141_78109_4	K07560
UHM38.35752__k141_2487_2	K07229
UHM40.10834__k141_25087_38	NA
UHM40.10834__k141_27525_2	K02338
UHM40.35755__k141_10862_1	NA
UHM40.35755__k141_152773_4	K03826
UHM40.35755__k141_26474_70	NA
UHM41.35756__k141_39770_7	NA
UHM44.10837__k141_58193_2	K07497
UHM44.10837__k141_70968_449	K06152
UHM44.10837__k141_51910_46	K02083
UHM56.10839__k141_25047_1	NA
UHM72.35762__k141_32820_1	K01406
UHM72.35762__k141_80387_4	NA
UHM72.35762__k141_114209_1	K00954
UHM72.35763__k141_18862_10	K03572
UHM72.35763__k141_75216_11	K03924
UHM72.35764__k141_79117_112	K04771
UHM72.35764__k141_35202_55	NA
UHM72.35764__k141_130901_1	NA
UHM72.35764__k141_108509_233	K03555
UHM739.35775__k141_490099_1	NA
UHM102.35765__k141_56273_205	K02492
UHM102.35767__k141_90243_3	NA
UHM102.35767__k141_40473_3	NA
UHM145.35771__k141_65500_3	NA
UHM145.35771__k141_38507_121	K02198
UHM145.35772__k141_30037_43	NA
UHM145.35772__k141_8258_1	NA
UHM145.35773__k141_158233_94	K01414
UHM18.35741__k141_137825_6	NA
UHM18.35741__k141_102436_1	NA
UHM18.35742__k141_165897_64	K01183
UHM18.35742__k141_167699_40	NA
UHM18.35742__k141_149168_2	NA
UHM20.35743__k141_10502_28	K13633
UHM22.35745__k141_23089_2	NA
UHM22.35746__k141_126465_1	NA
UHM31.35748__k141_115521_1	K00059
UHM33.10831__k141_69877_5	K06217
UHM36.35751__k141_43057_2	NA
UHM38.35753__k141_191195_1	NA
UHM38.35753__k141_211344_6	NA
UHM40.10834__k141_57623_4	K13598
UHM44.10837__k141_70968_226	NA
UHM56.35760__k141_114355_141	K03151
UHM72.35762__k141_72049_36	NA
UHM72.35762__k141_79870_146	K01190
UHM72.35762__k141_79870_146	K15923
UHM72.35762__k141_121192_50	NA
UHM72.35762__k141_55426_1	NA
UHM72.35764__k141_54202_173	NA
UHM125.35770__k141_9788_1	NA
UHM145.35771__k141_24669_207	NA
UHM145.35771__k141_137729_37	K02390
UHM145.35771__k141_69543_1	NA
UHM18.35741__k141_90848_3	K03592
UHM18.35741__k141_99701_1	NA
UHM18.35741__k141_79762_1	NA
UHM18.35741__k141_57887_1	K06866
UHM18.35741__k141_22599_1	K03406
UHM18.35742__k141_49962_8	K01187
UHM18.35742__k141_23069_2	NA
UHM18.35742__k141_50100_6	K01706
UHM22.35745__k141_32966_1	K01406
UHM22.35745__k141_90575_440	NA
UHM22.35745__k141_92677_2	K11907
UHM22.35746__k141_137572_1	NA
UHM22.35746__k141_133770_167	K07397
UHM22.35747__k141_92304_112	K15923
UHM31.10830__k141_45364_29	NA
UHM36.10832__k141_89031_2	NA
UHM38.35752__k141_136144_77	K00124
UHM38.35752__k141_106880_2	K01185
UHM38.35752__k141_32776_1	K00525
UHM38.35752__k141_32980_10	K01637
UHM38.35753__k141_99257_8	NA
UHM38.35753__k141_269124_3	NA
UHM38.35753__k141_76596_3	K03294
UHM44.10837__k141_72970_2	NA
UHM44.10837__k141_35467_141	K07154
UHM56.10839__k141_4202_54	NA
UHM72.35762__k141_19990_31	K07264
UHM72.35762__k141_92813_76	NA
UHM72.35763__k141_61998_1	K13735
UHM72.35763__k141_19444_2	K01712
UHM72.35764__k141_118527_85	K02031
UHM739.35775__k141_233763_1	NA
UHM102.35765__k141_4801_1	K02358
UHM102.35765__k141_52000_237	NA
UHM102.35766__k141_52087_2	NA
UHM125.35770__k141_257141_3	K07056
UHM145.35772__k141_309_1	NA
UHM18.35742__k141_103447_197	K03531
UHM18.35742__k141_92983_422	NA
UHM18.35742__k141_75373_3	K08295
UHM20.35743__k141_39947_33	K02429
UHM20.35743__k141_56291_18	K01079
UHM22.35745__k141_90439_2	K07497
UHM22.35745__k141_90575_249	K14347
UHM22.35746__k141_58889_2	NA
UHM22.35747__k141_40280_19	NA
UHM22.35747__k141_105679_19	K01873
UHM22.35747__k141_42933_1	NA
UHM31.10830__k141_49607_9	K01889
UHM36.35751__k141_34807_1	NA
UHM38.10833__k141_39698_1	NA
UHM38.35753__k141_209342_163	K01142
UHM40.35754__k141_82217_1	NA
UHM41.10835__k141_3956_1	K05601
UHM56.35760__k141_26105_9	NA
UHM72.35762__k141_60046_2	K00820
UHM72.35762__k141_126900_2	NA
UHM72.35762__k141_22795_5	NA
UHM72.35763__k141_98111_12	K02200
UHM72.35763__k141_98111_12	K04017
UHM72.35764__k141_102865_26	K05844
UHM72.35764__k141_132840_50	NA
UHM125.35770__k141_227714_45	NA
UHM145.35771__k141_7704_75	K01190
UHM145.35773__k141_231701_1	NA
UHM17.10826__k141_98263_17	NA
UHM17.10826__k141_221369_1	NA
UHM17.10826__k141_280386_1	NA
UHM20.10828__k141_70933_12	K13735
UHM22.35746__k141_134900_1	NA
UHM22.35746__k141_17004_89	NA
UHM22.35747__k141_42361_646	NA
UHM31.10830__k141_29384_36	K20276
UHM33.10831__k141_9560_2	NA
UHM38.10833__k141_47793_1	NA
UHM38.35752__k141_148569_1	NA
UHM38.35752__k141_215833_1	NA
UHM41.35756__k141_13240_2	NA
UHM72.35762__k141_22266_2	NA
UHM72.35763__k141_85397_71	K18902
UHM72.35764__k141_66284_4	NA
UHM102.35766__k141_78107_2	NA
UHM102.35767__k141_225147_4	NA
UHM125.35769__k141_99931_3	NA
UHM125.35769__k141_165893_1	NA
UHM125.35770__k141_125044_24	NA
UHM145.35771__k141_56073_3	NA
UHM145.35771__k141_85386_127	K00131
UHM145.35771__k141_54638_1	K13735
UHM145.35772__k141_47987_148	K01414
UHM17.10826__k141_185209_1	K07126
UHM18.10827__k141_46727_2	NA
UHM18.35741__k141_18699_2	NA
UHM18.35742__k141_36622_4	K02443
UHM20.35744__k141_75989_1	K02111
UHM22.35746__k141_97825_71	K15923
UHM22.35746__k141_129678_1	NA
UHM22.35747__k141_105587_1	NA
UHM27.10829__k141_21139_1	NA
UHM38.35752__k141_218273_1	NA
UHM38.35752__k141_206128_45	K00525
UHM38.35752__k141_71424_7	K00809
UHM40.10834__k141_94863_1	NA
UHM41.10835__k141_14617_143	K03439
UHM56.35760__k141_4098_186	NA
UHM72.35762__k141_85609_48	K05711
UHM72.35762__k141_71335_1	NA
UHM72.35764__k141_79117_53	K03070
UHM145.35771__k141_42727_6	K02519
UHM145.35771__k141_68015_1	NA
UHM18.35742__k141_97909_1	NA
UHM18.35742__k141_57542_63	NA
UHM18.35742__k141_215974_65	K03650
UHM22.35745__k141_50516_407	NA
UHM22.35746__k141_145130_7	K07165
UHM22.35746__k141_45148_38	K03587
UHM22.35747__k141_56395_76	NA
UHM22.35747__k141_85689_2	K03046
UHM31.35749__k141_31883_86	NA
UHM36.10832__k141_43607_1	NA
UHM40.35754__k141_35242_1	NA
UHM40.35754__k141_33931_5	NA
UHM44.10837__k141_19083_12	NA
UHM72.35763__k141_25216_80	K00656
UHM72.35763__k141_10304_7	K03106
UHM72.35763__k141_85712_284	NA
UHM72.35764__k141_128716_27	NA
UHM125.35770__k141_274401_33	K13735
UHM125.35770__k141_274401_33	K20276
UHM125.35770__k141_322834_1	NA
UHM145.35773__k141_61235_1	NA
UHM145.35773__k141_147490_1	NA
UHM18.35741__k141_58807_2	NA
UHM22.35745__k141_103983_1	NA
UHM22.35746__k141_97825_73	K05989
UHM22.35746__k141_92521_5	K01449
UHM22.35746__k141_148235_3	NA
UHM22.35747__k141_125838_23	K00248
UHM22.35747__k141_125838_23	K00249
UHM22.35747__k141_125838_215	K04079
UHM27.10829__k141_15962_3	NA
UHM36.10832__k141_110204_80	NA
UHM38.35752__k141_47157_1	NA
UHM38.35752__k141_199269_1	NA
UHM40.35754__k141_17771_1	NA
UHM41.35756__k141_63966_5	NA
UHM56.10839__k141_40489_916	NA
UHM56.35761__k141_42493_33	NA
UHM72.35762__k141_64607_20	NA
UHM72.35763__k141_55223_323	K07004
UHM72.35763__k141_55223_323	K11751
UHM125.35768__k141_61905_2	K03168
UHM145.35771__k141_55865_131	K05540
UHM145.35771__k141_43088_1	NA
UHM145.35772__k141_69413_1	NA
UHM145.35772__k141_70997_1	NA
UHM145.35773__k141_90549_1	NA
UHM145.35773__k141_101278_2	K02986
UHM18.35742__k141_179630_7	NA
UHM18.35742__k141_74486_3	NA
UHM22.35745__k141_45856_140	K03168
UHM33.10831__k141_14956_175	K03521
UHM36.10832__k141_127925_74	K07003
UHM36.35751__k141_80626_1	NA
UHM38.10833__k141_44433_3	K09022
UHM38.35752__k141_131199_1	NA
UHM40.35754__k141_126792_2	K07795
UHM41.35757__k141_45942_8	K13735
UHM72.35762__k141_81619_1	K01433
UHM72.35763__k141_15439_1	NA
UHM72.35764__k141_38198_1	NA
UHM145.35771__k141_44824_1	NA
UHM145.35773__k141_206192_2	K02020
UHM145.35773__k141_228348_1	NA
UHM17.10826__k141_234060_1	NA
UHM18.10827__k141_95151_3	K01992
UHM18.10827__k141_65165_2	K16844
UHM18.35742__k141_167709_116	K07795
UHM22.35745__k141_50516_570	NA
UHM22.35746__k141_40566_38	K02198
UHM31.10830__k141_30522_1	NA
UHM40.35754__k141_45090_1	K00573
UHM41.35757__k141_81511_43	NA
UHM56.35760__k141_118278_200	NA
UHM72.35762__k141_100344_1	NA
UHM72.35763__k141_67839_4	K05592
UHM739.35775__k141_409583_1	NA
UHM740.35774__k141_548046_2	K09889
UHM145.35773__k141_107865_1	NA
